1521319789.866000 /muse/acc fff  -308.59424 937.50146 105.46892
1521319790.063000 /muse/elements/raw_fft1 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  -9.039936 -2.0905626 -1.080366 -3.0107446 -2.6214237 -2.961041 -6.834899 -8.824618 -5.7488956 -8.630314 -7.382863 -5.5913153 -3.7852185 -12.605513 -12.7424 -9.356579 -8.424292 -8.476684 -8.628931 -8.534012 -8.319413 -9.758452 -5.5174375 -3.5116203 -7.462692 -7.427227 -9.853016 -15.321744 -7.699029 -7.9834566 -11.31608 -8.612526 -6.7723236 -6.683191 -7.615025 -6.928893 -10.999022 -8.661417 -6.971413 -8.41815 -7.3345737 -7.4969125 -8.725586 -8.45825 -12.368525 -17.59539 -14.189051 -14.712751 -13.448006 -14.261049 -12.411523 -13.395944 -14.929464 -9.4283495 -2.76679 -3.7774308 -10.608395 -13.014185 -11.175956 -14.533698 -17.157988 -15.703836 -10.476714 -16.034328 -14.225467 -12.909851 -12.544306 -19.448528 -22.921862 -29.045797 -30.090334 -23.220964 -23.327042 -22.781649 -18.005537 -16.909637 -15.828355 -11.375926 -14.808371 -18.417841 -13.5784235 -10.05678 -10.550795 -12.852754 -14.166261 -8.543775 -7.7089367 -10.851376 -11.59637 -10.916929 -12.979979 -15.716528 -16.30718 -19.475891 -18.82654 -16.530556 -17.162779 -19.356903 -13.132374 -12.938457 -17.555727 -8.694597 -8.344782 -12.333096 -16.419998 -17.925514 -16.638107 -16.266256 -12.154207 -14.24293 -17.361315 -17.425873 -19.121567 -19.544027 -23.04277 -22.504494 -15.556877 -13.604887 -21.15979 -23.552364 -21.75841 -21.685541 -21.293985 -17.318642 -14.708789 -19.030558 -22.94736 -22.352728 -20.876276
1521319790.064000 /muse/elements/raw_fft2 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  -5.2015834 0.29404697 -0.84623724 -4.363507 -7.7150183 -9.09301 -6.245157 -7.54071 -7.353176 -7.9366026 -8.093476 -9.797082 -17.610798 -16.706823 -17.671843 -13.18011 -14.396042 -12.306124 -15.885139 -7.552441 -5.6529384 -6.5992584 -7.163941 -5.5355926 -8.197466 -12.75701 -10.358325 -10.372382 -10.630266 -6.7741675 -6.8034105 -2.7793937 -8.8513975 -11.64075 -13.092588 -17.018503 -7.8372173 -9.430749 -15.541045 -17.360579 -10.83506 -7.1629844 -5.05342 -8.963688 -11.579686 -12.466677 -12.117129 -10.499565 -14.260431 -13.313641 -12.578172 -13.06608 -13.242662 -10.003559 -3.9198165 -5.127915 -11.881479 -16.622335 -11.121161 -13.715086 -15.415029 -11.530113 -14.660901 -17.012114 -19.140953 -18.073635 -16.731733 -20.22659 -22.30972 -25.374819 -28.504559 -22.948694 -21.62345 -19.532436 -15.791186 -14.297825 -15.404067 -15.291636 -10.144795 -7.839438 -9.99121 -15.320724 -18.57158 -17.335728 -18.223986 -23.770184 -26.896364 -17.307335 -13.677532 -14.942925 -13.38508 -11.046839 -12.635187 -16.601837 -17.069746 -17.25551 -14.308975 -13.379076 -13.001414 -12.909664 -16.636337 -18.504932 -15.03499 -18.364418 -21.844875 -14.434189 -10.856569 -15.372247 -19.697075 -13.051839 -16.429749 -24.837992 -24.342754 -23.529453 -19.697823 -19.190226 -18.596592 -15.463365 -19.601725 -21.020464 -22.364437 -25.767288 -28.387499 -23.355085 -26.009699 -26.167444 -26.657824 -23.091389 -24.44567
1521319790.065000 /muse/elements/raw_fft3 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  -6.985722 -0.568901 3.273003 3.442952 8.113248 0.6959185 -2.257373 1.3236907 4.113421 0.5145232 3.8180685 0.6302716 -0.6848208 -0.16616173 -3.4620748 -6.4785995 -6.473354 -9.40063 -9.424542 -4.6370206 -3.0165632 -6.730034 -6.1266747 -5.4110856 -6.2403903 -10.607153 -9.197786 -9.0148945 -6.7625346 -4.261227 -5.062199 -5.20651 -6.929751 -12.036205 -9.954806 -10.32228 -15.468687 -16.985203 -10.620926 -8.974592 -9.575799 -9.745901 -7.70627 -11.0441 -10.088334 -9.018135 -9.274849 -13.659256 -10.706655 -8.300558 -6.067282 -5.340207 -7.289692 -13.239566 -9.753887 -13.367782 -17.40735 -15.049301 -11.973883 -10.242954 -10.686906 -13.438126 -15.4588175 -21.203323 -19.513536 -14.568412 -18.317219 -20.692362 -19.917974 -28.001438 -28.489702 -24.990747 -24.549717 -28.387644 -20.93887 -17.259949 -17.670216 -16.58655 -15.379303 -14.306739 -14.1863985 -14.555122 -15.600443 -12.781374 -12.426813 -11.935675 -12.943801 -18.93692 -13.219733 -11.519987 -12.392888 -14.715083 -17.76498 -13.359055 -15.811866 -17.797852 -13.581345 -10.375245 -13.127725 -12.269136 -11.061947 -12.282181 -13.422058 -13.340177 -15.588955 -14.050545 -13.6108055 -15.605129 -17.11748 -19.322197 -20.946236 -16.218592 -13.826981 -19.033804 -24.606283 -16.001894 -1.6177986 -3.1319273 -18.899778 -18.181564 -15.562576 -17.860949 -21.320238 -17.928257 -18.578957 -19.175074 -19.275774 -30.075863 -27.30616
1521319790.065000 /muse/elements/low_freqs_absolute ffff  1.395813 0.42513517 0.5456089 1.268584
1521319790.065000 /muse/elements/alpha_absolute ffff  1.3389394 0.37190923 -0.03666133 1.0404261
1521319790.065000 /muse/elements/beta_absolute ffff  1.3265954 0.46086454 0.47961602 0.7386798
1521319790.065000 /muse/elements/delta_absolute ffff  0.9155631 0.18344125 0.37766206 1.0308602
1521319790.065000 /muse/elements/gamma_absolute ffff  1.3215965 0.23598383 0.17987669 0.2995594
1521319790.065000 /muse/elements/theta_absolute ffff  1.2212777 0.055359695 0.051725715 0.89341897
1521319790.065000 /muse/elements/alpha_session_score ffff  0.41379312 0.23529412 0.0 0.25531915
1521319790.066000 /muse/elements/beta_session_score ffff  0.055555556 0.90625 0.9285714 0.51724136
1521319790.066000 /muse/elements/delta_session_score ffff  0.2835821 0.075 0.123893805 0.13829787
1521319790.066000 /muse/elements/gamma_session_score ffff  0.75757575 0.78571427 0.59090906 0.22222222
1521319790.066000 /muse/elements/theta_session_score ffff  0.8611111 0.0 0.06666667 0.025641026
1521319790.066000 /muse/eeg ffff  796.1705 834.005 842.2299 822.4902
1521319790.066000 /muse/eeg ffff  806.04034 830.7151 834.005 819.2002
1521319790.066000 /muse/eeg ffff  779.7207 832.36005 835.65 809.3303
1521319790.066000 /muse/eeg ffff  819.2002 835.65 832.36005 820.8452
1521319790.066000 /muse/eeg ffff  776.4307 838.94 834.005 825.78015
1521319790.066000 /muse/eeg ffff  781.36566 834.005 837.295 830.7151
1521319790.066000 /muse/eeg ffff  766.56085 832.36005 834.005 822.4902
1521319790.066000 /muse/eeg ffff  834.005 843.87494 845.5199 822.4902
1521319790.066000 /muse/eeg ffff  838.94 848.8099 847.16486 830.7151
1521319790.067000 /muse/eeg ffff  814.26526 845.5199 842.2299 842.2299
1521319790.067000 /muse/eeg ffff  810.9753 830.7151 834.005 837.295
1521319790.067000 /muse/eeg ffff  779.7207 830.7151 837.295 827.4251
1521319790.067000 /muse/eeg ffff  842.2299 842.2299 840.58496 832.36005
1521319790.067000 /muse/acc fff  -312.5005 933.5952 105.46892
1521319790.067000 /muse/acc fff  -312.5005 937.50146 105.46892
1521319790.158000 /muse/config s '{"drlref_conversion_factor": 3225.806396484375, "acc_sample_frequency_hz": 50, "battery_percent_remaining": 10, "eeg_downsample": 16, "notch_frequency_hz": 60, "eeg_locations": [45, 2, 4, 55], "eeg_units": 2, "eeg_output_frequency_hz": 220, "eeg_conversion_factor": 1.6449803113937378, "eeg_channel_layout": "TP9 FP1 FP2 TP10 ", "acc_data_enabled": true, "eeg_sample_frequency_hz": 3520, "mac_addr": "0006666C0591", "preset": "14", "drlref_sample_frequency_hz": 10, "serial_number": "1180-NQPC-0591", "filters_enabled": true, "battery_millivolts": 3616, "acc_units": 2, "battery_data_enabled": true, "afe_gain": 1961.0, "compression_enabled": true, "eeg_channel_count": 4, "error_data_enabled": true, "acc_conversion_factor": 3.9062561988830566, "eeg_samples_bitwidth": 10, "drlref_data_enabled": true}'
1521319790.166000 /muse/version s '{"build_number": "56", "firmware_type": "Consumer", "hardware_version": "18.0.0", "firmware_headset_version": "", "protocol_version": "2", "firmware_bootloader_version": "7.6.0"}'
1521319790.170000 /muse/acc fff  -312.500488281 937.501464844 105.468917847
1521319790.170000 /muse/acc fff  -312.500488281 937.501464844 105.468917847
1521319790.175000 /muse/eeg ffff  801.105407715 850.454833984 847.164855957 834.005004883
1521319790.178000 /muse/eeg/quantization iiii  1 1 1 1
1521319790.179000 /muse/eeg ffff  824.135131836 838.940002441 843.874938965 838.940002441
1521319790.179000 /muse/eeg ffff  794.525512695 837.29498291 838.940002441 825.780151367
1521319790.179000 /muse/eeg ffff  845.519897461 840.584960938 838.940002441 829.070068359
1521319790.179000 /muse/eeg ffff  820.845214844 837.29498291 838.940002441 827.425109863
1521319790.179000 /muse/eeg ffff  825.780151367 840.584960938 843.874938965 838.940002441
1521319790.179000 /muse/eeg ffff  794.525512695 834.005004883 842.229919434 842.229919434
1521319790.179000 /muse/eeg ffff  804.395385742 835.650024414 832.360046387 827.425109863
1521319790.179000 /muse/eeg ffff  827.425109863 830.715087891 837.29498291 822.49017334
1521319790.179000 /muse/elements/alpha_relative ffff  0.24553448 0.2357339 0.10018792 0.31261978
1521319790.179000 /muse/elements/beta_relative ffff  0.23865385 0.29790667 0.36486858 0.13902798
1521319790.179000 /muse/elements/delta_relative ffff  0.092626676 0.15992385 0.24009112 0.2885713
1521319790.179000 /muse/elements/gamma_relative ffff  0.23592256 0.17117198 0.17685674 0.05197134
1521319790.179000 /muse/elements/theta_relative ffff  0.18726243 0.1352636 0.11799566 0.20780961
1521319790.179000 /muse/elements/horseshoe ffff  1.0 1.0 1.0 1.0
1521319790.179000 /muse/elements/is_good iiii  0 1 1 1
1521319790.180000 /muse/elements/blink i  0
1521319790.180000 /muse/elements/jaw_clench i  0
1521319790.180000 /muse/elements/touching_forehead i  1
1521319790.180000 /muse/elements/experimental/concentration f  0.0
1521319790.180000 /muse/elements/experimental/mellow f  0.0
1521319790.180000 /muse/elements/raw_fft0 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  -5.6896405 -1.3168699 5.267348 10.069929 9.749419 5.4663057 5.719061 6.408866 9.304698 4.926665 4.1679945 4.3371263 5.314633 1.3457448 2.363838 3.3228593 3.753103 -2.4914033 1.2474427 5.1103034 7.2754254 3.296332 4.0665092 8.517012 7.1524544 3.125087 1.6298758 -3.2912982 -2.7565742 -4.663595 -4.820158 0.2735359 2.4891806 0.7775034 -0.6742238 -0.78014743 -4.676016 0.843937 2.9747276 0.7429716 2.182417 3.9517014 -0.6549107 -1.6694639 -5.49005 -5.67246 -1.1170251 0.70900136 0.4587644 -1.0379758 -4.3368044 -3.173425 -2.2672298 0.11479938 6.9894977 5.239868 -3.2667906 -4.7824235 -2.3835304 -6.8287325 -7.1291394 -0.7160367 1.4899533 -5.829201 -7.86316 -6.9405737 -3.0724738 -10.807496 -11.806876 -16.010029 -11.817933 -14.051362 -18.60058 -8.425436 -5.7887945 -9.0678625 -7.2895966 -5.7641 -7.345002 -7.483541 -2.6588259 -2.2561624 -4.416813 -10.913093 -6.177397 1.5904133 2.1861663 -1.3975917 -2.0178504 -1.5299307 -0.9563351 -5.4380236 -2.5535657 -5.1909766 -7.8879566 -4.9433117 -6.1083317 -4.6581 -2.7085285 -4.793543 -5.724955 2.7867577 2.091308 -3.36558 -12.14576 -10.209475 -14.957117 -5.8348722 -0.41283372 -5.174273 -5.6026525 -7.24694 -9.483657 -11.003619 -12.142994 -0.7534173 13.982949 12.75259 -4.940939 -10.365428 -9.302857 -13.050037 -14.267869 -7.8431244 -5.9568453 -9.231128 -6.4880996 -9.561785 -20.354795
1521319790.181000 /muse/elements/raw_fft1 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  -9.144165 -2.0892935 -0.8867482 -3.0953677 -2.2469642 -1.9373615 -5.7144794 -7.311732 -5.413965 -9.021403 -7.7743926 -5.6750803 -4.328727 -14.91104 -13.1617155 -9.870458 -8.345655 -8.144566 -8.021151 -7.877637 -7.5878963 -9.258569 -5.709037 -3.728633 -7.5868816 -7.646996 -10.310327 -15.34374 -7.039838 -7.7137165 -11.640233 -7.353309 -5.6452465 -6.5263524 -7.008 -7.329595 -11.109832 -8.317087 -7.1592407 -8.383079 -7.229701 -7.510265 -8.887866 -8.021773 -12.747555 -16.980145 -13.919154 -14.155593 -13.248897 -13.836133 -12.643956 -12.867561 -14.783525 -9.0364685 -2.1829493 -3.5543373 -10.885758 -12.176495 -11.439989 -15.219393 -17.401482 -15.017804 -10.543875 -16.122086 -14.905 -12.409685 -11.503256 -18.740263 -22.973822 -30.310343 -31.397644 -23.874767 -23.993502 -22.04641 -17.077923 -16.738867 -16.325876 -11.415582 -14.192881 -17.493114 -13.567372 -10.83703 -10.769637 -12.24321 -12.889227 -8.23878 -7.347064 -10.374038 -11.927449 -11.160728 -12.945382 -15.061413 -15.299247 -20.143106 -18.611301 -15.447468 -16.651814 -19.239769 -13.155753 -12.300856 -17.315296 -8.568099 -8.376489 -12.370571 -17.324924 -18.613907 -16.554829 -16.92719 -12.655633 -14.834579 -16.204758 -16.974934 -19.481842 -20.35071 -22.92269 -23.43493 -16.54001 -14.105077 -21.277319 -24.268713 -22.590971 -22.350658 -21.983114 -17.435804 -15.352343 -19.141256 -23.11631 -22.894672 -21.321447
1521319790.182000 /muse/elements/raw_fft2 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  -5.1919045 0.51874244 -1.0048004 -3.6479049 -7.162362 -10.273693 -6.8269677 -8.922639 -7.256922 -8.137891 -8.197814 -9.080373 -15.704535 -16.718586 -17.661917 -12.482335 -13.966782 -11.850961 -16.569057 -7.613778 -5.4537644 -7.003051 -7.2132926 -5.5637484 -7.828384 -11.016931 -10.111273 -10.271135 -10.80822 -7.4436984 -6.238621 -2.2448244 -8.793169 -11.052932 -14.451034 -19.794704 -8.509334 -9.904532 -15.955454 -15.766416 -10.700137 -7.0223575 -4.822756 -8.828971 -11.568777 -12.895439 -12.226528 -10.789615 -14.751779 -13.609521 -13.423579 -12.971526 -11.957172 -9.063127 -3.5108988 -4.8545732 -11.890734 -16.069788 -10.604428 -12.96151 -15.798853 -10.951718 -14.735126 -16.799778 -19.032728 -18.692457 -17.659134 -20.457582 -22.73727 -25.23877 -28.930437 -23.20238 -21.466135 -19.687878 -16.48723 -15.526593 -15.223876 -15.529611 -10.335865 -7.7913094 -10.028933 -15.361654 -20.136635 -18.140028 -18.574171 -22.865196 -25.35826 -18.18819 -15.147583 -14.5982275 -11.940055 -10.864135 -12.422564 -16.555832 -16.637104 -18.560585 -14.748261 -12.994948 -12.925612 -12.861484 -17.003351 -19.506088 -15.186133 -17.914564 -20.874897 -13.970102 -10.564738 -15.356133 -19.835365 -13.603194 -16.8088 -25.0729 -24.857346 -23.208717 -19.435648 -18.064898 -18.060528 -15.461233 -19.471079 -21.037062 -22.95957 -25.552494 -27.872896 -23.493662 -25.776052 -25.27683 -26.38719 -22.716715 -24.570774
1521319790.182000 /muse/elements/raw_fft3 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  -6.481359 -0.4181948 3.566662 3.6673944 8.037739 0.44518393 -3.0501385 1.2954301 4.5167065 1.1725061 3.7250154 0.81396157 0.31675917 -0.34496376 -3.0771782 -5.612566 -6.3166966 -10.740643 -9.659659 -4.30755 -3.6598086 -8.544081 -7.0423584 -6.6355243 -7.187412 -11.399881 -8.996874 -8.813106 -6.9323907 -3.9235075 -4.7300277 -6.123927 -7.5348086 -11.699857 -9.389501 -9.692028 -16.095854 -17.51918 -11.170225 -9.598472 -9.93749 -10.008913 -6.823086 -9.914694 -10.5463915 -8.948095 -9.531125 -14.527677 -10.560869 -8.300529 -6.030467 -5.575603 -7.179638 -13.033961 -9.866057 -13.497098 -17.398113 -14.969092 -12.609067 -10.411339 -10.690686 -13.499284 -16.252798 -22.046783 -18.926012 -15.496873 -18.732418 -19.754547 -19.678186 -27.580952 -29.227068 -25.172354 -23.998304 -29.349155 -21.285105 -17.130436 -17.907536 -16.324226 -14.9109335 -14.39871 -14.198147 -14.60093 -15.398079 -11.508801 -11.90248 -11.517986 -13.068958 -18.91306 -12.557042 -10.764145 -11.873555 -15.350791 -18.060837 -13.36666 -14.640735 -16.068584 -13.41131 -10.000725 -12.146881 -11.923626 -10.967677 -12.528029 -13.686921 -13.4551 -16.018753 -14.406231 -13.44721 -15.119168 -16.118402 -19.061861 -21.056938 -16.556236 -13.758374 -17.53353 -22.986881 -15.790019 -1.568661 -3.0088804 -18.575138 -19.503534 -16.266842 -17.442549 -21.346502 -18.142387 -19.014492 -18.531328 -18.477808 -30.571901 -27.962458
1521319790.182000 /muse/elements/low_freqs_absolute ffff  1.395813 0.46958512 0.47224945 1.2698662
1521319790.182000 /muse/elements/alpha_absolute ffff  1.3389394 0.37190923 -0.08092345 1.0690676
1521319790.183000 /muse/elements/beta_absolute ffff  1.3265954 0.4735674 0.48039764 0.7171534
1521319790.183000 /muse/elements/delta_absolute ffff  0.9155631 0.20340045 0.29863724 1.0343043
1521319790.183000 /muse/elements/gamma_absolute ffff  1.3215965 0.23291987 0.16588278 0.28981504
1521319790.183000 /muse/elements/theta_absolute ffff  1.2212777 0.13066818 -0.009872815 0.8917168
1521319790.183000 /muse/elements/alpha_session_score ffff  0.41379312 0.23529412 0.0 0.31914893
1521319790.183000 /muse/elements/beta_session_score ffff  0.055555556 0.9375 0.9285714 0.41379312
1521319790.183000 /muse/elements/delta_session_score ffff  0.2835821 0.09166667 0.053097345 0.13829787
1521319790.183000 /muse/elements/gamma_session_score ffff  0.75757575 0.78571427 0.55813956 0.2
1521319790.183000 /muse/elements/theta_session_score ffff  0.8611111 0.0952381 0.0 0.025641026
1521319790.183000 /muse/eeg ffff  797.815490723 827.425109863 835.650024414 820.845214844
1521319790.183000 /muse/eeg ffff  819.200195312 822.49017334 829.070068359 825.780151367
1521319790.184000 /muse/eeg ffff  796.170471191 834.005004883 838.940002441 824.135131836
1521319790.184000 /muse/eeg ffff  837.29498291 840.584960938 843.874938965 829.070068359
1521319790.184000 /muse/eeg ffff  806.040344238 835.650024414 837.29498291 817.555236816
1521319790.184000 /muse/eeg ffff  878.419494629 845.519897461 843.874938965 838.940002441
1521319790.184000 /muse/eeg ffff  824.135131836 837.29498291 840.584960938 847.164855957
1521319790.184000 /muse/drlref ff  1629032.25 1648387.125
1521319790.184000 /muse/acc fff  -312.500488281 933.595214844 105.468917847
1521319790.184000 /muse/acc fff  -312.500488281 933.595214844 109.375167847
1521319790.184000 /muse/acc fff  -312.500488281 937.501464844 105.468917847
1521319790.187000 /muse/eeg ffff  825.780151367 834.005004883 835.650024414 835.650024414
1521319790.187000 /muse/eeg/quantization iiii  1 1 1 1
1521319790.187000 /muse/eeg ffff  847.164855957 835.650024414 838.940002441 832.360046387
1521319790.188000 /muse/eeg ffff  838.940002441 830.715087891 840.584960938 834.005004883
1521319790.188000 /muse/eeg ffff  848.809875488 834.005004883 840.584960938 837.29498291
1521319790.188000 /muse/eeg ffff  810.975280762 834.005004883 840.584960938 845.519897461
1521319790.188000 /muse/eeg ffff  807.68536377 824.135131836 842.229919434 840.584960938
1521319790.188000 /muse/eeg ffff  783.010620117 830.715087891 843.874938965 835.650024414
1521319790.188000 /muse/eeg ffff  835.650024414 837.29498291 838.940002441 832.360046387
1521319790.188000 /muse/eeg ffff  796.170471191 838.940002441 847.164855957 835.650024414
1521319790.188000 /muse/eeg ffff  819.200195312 840.584960938 848.809875488 837.29498291
1521319790.188000 /muse/eeg ffff  789.590576172 835.650024414 838.940002441 817.555236816
1521319790.188000 /muse/eeg ffff  817.555236816 837.29498291 838.940002441 829.070068359
1521319790.188000 /muse/eeg ffff  794.525512695 824.135131836 824.135131836 814.265258789
1521319790.188000 /muse/eeg ffff  837.29498291 835.650024414 829.070068359 809.330322266
1521319790.188000 /muse/eeg ffff  838.940002441 825.780151367 834.005004883 815.91027832
1521319790.188000 /muse/elements/alpha_relative ffff  0.24553448 0.22747909 0.10895459 0.35052153
1521319790.188000 /muse/elements/beta_relative ffff  0.23865385 0.29558796 0.37861165 0.12691204
1521319790.189000 /muse/elements/delta_relative ffff  0.092626676 0.1612689 0.22231513 0.27883145
1521319790.189000 /muse/elements/gamma_relative ffff  0.23592256 0.16370615 0.18045624 0.049161952
1521319790.189000 /muse/elements/theta_relative ffff  0.18726243 0.1519579 0.10966239 0.19457301
1521319790.189000 /muse/elements/horseshoe ffff  1.0 1.0 1.0 1.0
1521319790.189000 /muse/elements/is_good iiii  0 1 1 1
1521319790.189000 /muse/elements/blink i  0
1521319790.189000 /muse/elements/jaw_clench i  0
1521319790.189000 /muse/elements/touching_forehead i  1
1521319790.189000 /muse/elements/experimental/concentration f  0.0
1521319790.189000 /muse/elements/experimental/mellow f  0.0
1521319790.189000 /muse/elements/raw_fft0 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  -5.8322687 -2.7951787 4.2090716 9.428271 9.521102 6.270629 6.0918603 6.7626624 9.286421 4.4329915 4.0679183 4.3368835 5.307151 1.6038566 3.2462187 3.8632472 4.612393 -1.8240306 3.0131812 5.947982 7.0833197 2.4327254 3.0474777 7.628969 6.502151 2.988572 1.6397164 -4.0313964 -2.2357695 -3.964142 -5.351626 0.96062124 3.4803507 0.010227951 -0.5683631 -0.9717754 -3.7266684 1.570351 2.7245243 0.23554373 2.124073 4.026217 -0.83550227 -0.80815136 -6.832496 -5.218712 -0.91613024 0.46518025 0.34302908 -0.60926074 -4.7313914 -3.5611873 -1.9855993 0.22371066 7.538834 5.2741714 -3.6071622 -4.1294203 -2.7193692 -6.7992163 -7.673295 -1.0263305 1.3736311 -5.0840073 -7.758747 -6.366199 -2.6415212 -10.577652 -11.978834 -15.368578 -11.731824 -13.404947 -16.76628 -7.9055505 -5.2052774 -8.413514 -6.1667724 -5.008131 -7.3434825 -7.9157667 -3.6590188 -3.9986103 -5.6305265 -10.938768 -6.129718 1.7294269 2.3514297 -1.2928321 -1.877378 -1.4122446 -0.9512822 -5.4820404 -2.6343892 -6.0409827 -6.9781394 -4.376711 -5.5765405 -4.4153914 -2.7980657 -4.5421925 -5.7207375 2.6477816 2.0298848 -3.29679 -12.839018 -11.029687 -15.5387 -5.999321 -1.058013 -5.5502443 -4.860668 -6.863709 -10.171249 -12.274117 -11.905126 -1.0373417 13.860507 12.672472 -5.169883 -10.452846 -9.821371 -13.929724 -13.954681 -7.8871446 -6.621501 -9.221492 -5.870878 -8.753245 -21.034481
